Año,Departamento,Región,Cultivo,Area_Sembrada_ha,Produccion_t,Rendimiento_t_ha,Fenomeno_ENSO
2012,Boyacá,Región Andina,Frijol,30116.0,23958.0,0.7955,La Niña
2012,Valle del Cauca,Valle del Cauca,Arroz,54639.0,253492.0,4.6394,La Niña
2012,Valle del Cauca,Valle del Cauca,Caña de Azúcar,270915.0,23098508.0,85.2611,La Niña
2012,Cauca,Región Andina,Arroz,61927.0,265700.0,4.2905,La Niña
2012,Cauca,Región Andina,Maíz,90398.0,123043.0,1.3611,La Niña
2012,Cauca,Región Andina,Papa,30781.0,547006.0,17.771,La Niña
2012,Cauca,Región Andina,Aguacate,8686.0,87003.0,10.016,La Niña
2012,Cauca,Región Andina,Frijol,24322.0,20783.0,0.8545,La Niña
2013,Antioquia,Eje Cafetero,Café,157534.0,131277.0,0.8333,Normal
2013,Antioquia,Eje Cafetero,Plátano,39836.0,325423.0,8.1691,Normal
2013,Antioquia,Eje Cafetero,Aguacate,8751.0,95604.0,10.9244,Normal
2013,Caldas,Eje Cafetero,Café,159955.0,121573.0,0.76,Normal
2013,Caldas,Eje Cafetero,Plátano,38623.0,347742.0,9.0035,Normal
2013,Caldas,Eje Cafetero,Aguacate,8205.0,104559.0,12.7437,Normal
2013,Risaralda,Eje Cafetero,Café,155819.0,132410.0,0.8498,Normal
2013,Risaralda,Eje Cafetero,Plátano,47914.0,400411.0,8.3568,Normal
2013,Risaralda,Eje Cafetero,Aguacate,8593.0,101295.0,11.7884,Normal
2013,Huila,Eje Cafetero,Café,160574.0,142982.0,0.8904,Normal
2013,Huila,Eje Cafetero,Plátano,48853.0,437849.0,8.9626,Normal
2013,Huila,Eje Cafetero,Aguacate,7690.0,96539.0,12.5541,Normal
2013,Nariño,Eje Cafetero,Café,190319.0,146112.0,0.7677,Normal
2013,Nariño,Eje Cafetero,Plátano,38664.0,332337.0,8.5954,Normal
2013,Nariño,Eje Cafetero,Aguacate,8860.0,113592.0,12.8204,Normal
2013,Córdoba,Región Caribe,Maíz,74598.0,130355.0,1.7474,Normal
2013,Córdoba,Región Caribe,Plátano,40466.0,309501.0,7.6484,Normal
2013,Córdoba,Región Caribe,Yuca,28263.0,294404.0,10.4166,Normal
2013,Sucre,Región Caribe,Maíz,87781.0,145507.0,1.6576,Normal
2013,Sucre,Región Caribe,Plátano,42562.0,375339.0,8.8186,Normal
2013,Sucre,Región Caribe,Yuca,30414.0,316935.0,10.4205,Normal
2013,Bolívar,Región Caribe,Maíz,82109.0,132146.0,1.6094,Normal
2013,Bolívar,Región Caribe,Plátano,43947.0,346049.0,7.8743,Normal
2013,Bolívar,Región Caribe,Yuca,33763.0,331059.0,9.8053,Normal
2013,Magdalena,Región Caribe,Maíz,76917.0,137056.0,1.7819,Normal
2013,Magdalena,Región Caribe,Plátano,42896.0,354814.0,8.2714,Normal
2013,Magdalena,Región Caribe,Yuca,35261.0,354144.0,10.0435,Normal
2013,Meta,Llanos Orientales,Arroz,53657.0,297725.0,5.5486,Normal
2013,Meta,Llanos Orientales,Maíz,86841.0,138556.0,1.5955,Normal
2013,Meta,Llanos Orientales,Yuca,28027.0,290821.0,10.3763,Normal
2013,Casanare,Llanos Orientales,Arroz,62809.0,322469.0,5.1341,Normal
2013,Casanare,Llanos Orientales,Maíz,93519.0,163214.0,1.7452,Normal
2013,Casanare,Llanos Orientales,Yuca,28144.0,265429.0,9.431,Normal
2013,Vichada,Llanos Orientales,Arroz,56051.0,299805.0,5.3488,Normal
2013,Vichada,Llanos Orientales,Maíz,71932.0,120347.0,1.6731,Normal
2013,Vichada,Llanos Orientales,Yuca,33903.0,357287.0,10.5385,Normal
2013,Tolima,Región Andina,Arroz,57753.0,313464.0,5.4277,Normal
2013,Tolima,Región Andina,Maíz,73867.0,130325.0,1.7643,Normal
2013,Tolima,Región Andina,Papa,28868.0,579637.0,20.0789,Normal
2013,Tolima,Región Andina,Aguacate,9440.0,105344.0,11.1598,Normal
2013,Tolima,Región Andina,Frijol,25266.0,25070.0,0.9922,Normal
2013,Cundinamarca,Región Andina,Arroz,64627.0,338902.0,5.244,Normal
2013,Cundinamarca,Región Andina,Maíz,88503.0,147277.0,1.6641,Normal
2013,Cundinamarca,Región Andina,Papa,30080.0,597611.0,19.8674,Normal
2013,Cundinamarca,Región Andina,Aguacate,7839.0,101750.0,12.9803,Normal
2013,Cundinamarca,Región Andina,Frijol,28188.0,26248.0,0.9312,Normal
2013,Boyacá,Región Andina,Arroz,59934.0,333007.0,5.5562,Normal
2013,Boyacá,Región Andina,Maíz,74939.0,125781.0,1.6785,Normal
2013,Boyacá,Región Andina,Papa,32557.0,682305.0,20.957,Normal
2013,Boyacá,Región Andina,Aguacate,7414.0,95586.0,12.8931,Normal
2013,Boyacá,Región Andina,Frijol,31065.0,29896.0,0.9624,Normal
2013,Valle del Cauca,Valle del Cauca,Arroz,64202.0,355096.0,5.5309,Normal
2013,Valle del Cauca,Valle del Cauca,Caña de Azúcar,254921.0,22724349.0,89.1426,Normal
2013,Cauca,Región Andina,Arroz,62012.0,323014.0,5.2088,Normal
2013,Cauca,Región Andina,Maíz,81733.0,141236.0,1.728,Normal
2013,Cauca,Región Andina,Papa,36735.0,817166.0,22.2448,Normal
2013,Cauca,Región Andina,Aguacate,8539.0,94540.0,11.0718,Normal
2013,Cauca,Región Andina,Frijol,31500.0,31953.0,1.0144,Normal
2014,Antioquia,Eje Cafetero,Café,149260.0,132695.0,0.889,Normal
2014,Antioquia,Eje Cafetero,Plátano,49376.0,406412.0,8.2309,Normal
2014,Antioquia,Eje Cafetero,Aguacate,8904.0,104690.0,11.7576,Normal
2014,Caldas,Eje Cafetero,Café,145733.0,115562.0,0.793,Normal
2014,Caldas,Eje Cafetero,Plátano,48482.0,358169.0,7.3876,Normal
2014,Caldas,Eje Cafetero,Aguacate,8234.0,96793.0,11.7556,Normal
2014,Risaralda,Eje Cafetero,Café,170087.0,151183.0,0.8889,Normal
2014,Risaralda,Eje Cafetero,Plátano,42396.0,337004.0,7.949,Normal
2014,Risaralda,Eje Cafetero,Aguacate,9284.0,110345.0,11.8853,Normal
2014,Huila,Eje Cafetero,Café,154304.0,125325.0,0.8122,Normal
2014,Huila,Eje Cafetero,Plátano,39656.0,304132.0,7.6693,Normal
2014,Huila,Eje Cafetero,Aguacate,8662.0,102264.0,11.8054,Normal
2014,Nariño,Eje Cafetero,Café,189133.0,150821.0,0.7974,Normal
2014,Nariño,Eje Cafetero,Plátano,45519.0,383129.0,8.4169,Normal
2014,Nariño,Eje Cafetero,Aguacate,7401.0,91713.0,12.3925,Normal
2014,Córdoba,Región Caribe,Maíz,75558.0,136167.0,1.8022,Normal
2014,Córdoba,Región Caribe,Plátano,39760.0,320465.0,8.06,Normal
2014,Córdoba,Región Caribe,Yuca,27519.0,296486.0,10.7739,Normal
2014,Sucre,Región Caribe,Maíz,83691.0,140725.0,1.6815,Normal
2014,Sucre,Región Caribe,Plátano,38672.0,332965.0,8.6099,Normal
2014,Sucre,Región Caribe,Yuca,28693.0,303581.0,10.5802,Normal
2014,Bolívar,Región Caribe,Maíz,76238.0,118011.0,1.5479,Normal
2014,Bolívar,Región Caribe,Plátano,38265.0,312021.0,8.1542,Normal
2014,Bolívar,Región Caribe,Yuca,32040.0,286719.0,8.9488,Normal
2014,Magdalena,Región Caribe,Maíz,90550.0,148011.0,1.6346,Normal
2014,Magdalena,Región Caribe,Plátano,44770.0,362762.0,8.1029,Normal
2014,Magdalena,Región Caribe,Yuca,30493.0,302395.0,9.9169,Normal
2014,Meta,Llanos Orientales,Arroz,54355.0,259574.0,4.7756,Normal
2014,Meta,Llanos Orientales,Maíz,92714.0,166627.0,1.7972,Normal
2014,Meta,Llanos Orientales,Yuca,30234.0,282708.0,9.3507,Normal
2014,Casanare,Llanos Orientales,Arroz,63244.0,316657.0,5.0069,Normal
2014,Casanare,Llanos Orientales,Maíz,71728.0,110212.0,1.5365,Normal
2014,Casanare,Llanos Orientales,Yuca,33465.0,338380.0,10.1115,Normal
2014,Vichada,Llanos Orientales,Arroz,52024.0,250569.0,4.8164,Normal
2014,Vichada,Llanos Orientales,Maíz,76889.0,131228.0,1.7067,Normal
2014,Vichada,Llanos Orientales,Yuca,26900.0,242748.0,9.0241,Normal
2014,Tolima,Región Andina,Arroz,66080.0,315340.0,4.7721,Normal
2014,Tolima,Región Andina,Maíz,87469.0,136766.0,1.5636,Normal
2014,Tolima,Región Andina,Papa,28595.0,556078.0,19.447,Normal
2014,Tolima,Región Andina,Aguacate,9245.0,118827.0,12.8537,Normal
2014,Tolima,Región Andina,Frijol,30224.0,28123.0,0.9305,Normal
2014,Cundinamarca,Región Andina,Arroz,63682.0,305615.0,4.7991,Normal
2014,Cundinamarca,Región Andina,Maíz,78446.0,139696.0,1.7808,Normal
2014,Cundinamarca,Región Andina,Papa,27752.0,521749.0,18.8006,Normal
2014,Cundinamarca,Región Andina,Aguacate,7907.0,85901.0,10.8637,Normal
2014,Cundinamarca,Región Andina,Frijol,24872.0,24021.0,0.9658,Normal
2014,Boyacá,Región Andina,Arroz,59196.0,325609.0,5.5005,Normal
2014,Boyacá,Región Andina,Maíz,91601.0,146361.0,1.5978,Normal
2014,Boyacá,Región Andina,Papa,30154.0,603291.0,20.0067,Normal
2014,Boyacá,Región Andina,Aguacate,8901.0,101862.0,11.4434,Normal
2014,Boyacá,Región Andina,Frijol,28524.0,26607.0,0.9328,Normal
2014,Valle del Cauca,Valle del Cauca,Arroz,61572.0,310004.0,5.0348,Normal
2014,Valle del Cauca,Valle del Cauca,Caña de Azúcar,225202.0,23509321.0,104.3924,Normal
2014,Cauca,Región Andina,Arroz,65419.0,309624.0,4.7329,Normal
2014,Cauca,Región Andina,Maíz,92882.0,152869.0,1.6459,Normal
2014,Cauca,Región Andina,Papa,36347.0,789796.0,21.7294,Normal
2014,Cauca,Región Andina,Aguacate,8472.0,91957.0,10.8539,Normal
2014,Cauca,Región Andina,Frijol,25592.0,24514.0,0.9579,Normal
2015,Antioquia,Eje Cafetero,Café,174935.0,98281.0,0.5618,El Niño
2015,Antioquia,Eje Cafetero,Plátano,39636.0,249686.0,6.2995,El Niño
2015,Antioquia,Eje Cafetero,Aguacate,9926.0,86202.0,8.6844,El Niño
2015,Caldas,Eje Cafetero,Café,151633.0,85447.0,0.5635,El Niño
2015,Caldas,Eje Cafetero,Plátano,38023.0,243089.0,6.3932,El Niño
2015,Caldas,Eje Cafetero,Aguacate,7673.0,67308.0,8.7722,El Niño
2015,Risaralda,Eje Cafetero,Café,156799.0,93577.0,0.5968,El Niño
2015,Risaralda,Eje Cafetero,Plátano,46463.0,292411.0,6.2934,El Niño
2015,Risaralda,Eje Cafetero,Aguacate,7903.0,61607.0,7.795,El Niño
2015,Huila,Eje Cafetero,Café,149877.0,95567.0,0.6376,El Niño
2015,Huila,Eje Cafetero,Plátano,49430.0,297518.0,6.019,El Niño
2015,Huila,Eje Cafetero,Aguacate,8928.0,79684.0,8.9252,El Niño
2015,Nariño,Eje Cafetero,Café,151819.0,97063.0,0.6393,El Niño
2015,Nariño,Eje Cafetero,Plátano,43361.0,250022.0,5.766,El Niño
2015,Nariño,Eje Cafetero,Aguacate,8716.0,68482.0,7.8572,El Niño
2015,Córdoba,Región Caribe,Maíz,75263.0,93669.0,1.2446,El Niño
2015,Córdoba,Región Caribe,Plátano,38882.0,234294.0,6.0258,El Niño
2015,Córdoba,Región Caribe,Yuca,29028.0,200284.0,6.8998,El Niño
2015,Sucre,Región Caribe,Maíz,78334.0,90375.0,1.1537,El Niño
2015,Sucre,Región Caribe,Plátano,47365.0,268297.0,5.6644,El Niño
2015,Sucre,Región Caribe,Yuca,32055.0,225094.0,7.0222,El Niño
2015,Bolívar,Región Caribe,Maíz,87743.0,113346.0,1.2918,El Niño
2015,Bolívar,Región Caribe,Plátano,47545.0,264704.0,5.5674,El Niño
2015,Bolívar,Región Caribe,Yuca,27008.0,181509.0,6.7205,El Niño
2015,Magdalena,Región Caribe,Maíz,86022.0,93026.0,1.0814,El Niño
2015,Magdalena,Región Caribe,Plátano,44396.0,267191.0,6.0184,El Niño
2015,Magdalena,Región Caribe,Yuca,29866.0,222151.0,7.4383,El Niño
2015,Meta,Llanos Orientales,Arroz,53470.0,179658.0,3.36,El Niño
2015,Meta,Llanos Orientales,Maíz,89362.0,106066.0,1.1869,El Niño
2015,Meta,Llanos Orientales,Yuca,33205.0,231240.0,6.964,El Niño
2015,Casanare,Llanos Orientales,Arroz,56013.0,218805.0,3.9063,El Niño
2015,Casanare,Llanos Orientales,Maíz,91149.0,112502.0,1.2343,El Niño
2015,Casanare,Llanos Orientales,Yuca,29280.0,210330.0,7.1833,El Niño
2015,Vichada,Llanos Orientales,Arroz,58096.0,195905.0,3.3721,El Niño
2015,Vichada,Llanos Orientales,Maíz,94107.0,103679.0,1.1017,El Niño
2015,Vichada,Llanos Orientales,Yuca,35674.0,248995.0,6.9798,El Niño
2015,Tolima,Región Andina,Arroz,54898.0,203276.0,3.7028,El Niño
2015,Tolima,Región Andina,Maíz,92994.0,115608.0,1.2432,El Niño
2015,Tolima,Región Andina,Papa,35489.0,540452.0,15.2287,El Niño
2015,Tolima,Región Andina,Aguacate,9167.0,84731.0,9.2434,El Niño
2015,Tolima,Región Andina,Frijol,25435.0,17361.0,0.6826,El Niño
2015,Cundinamarca,Región Andina,Arroz,55554.0,223893.0,4.0301,El Niño
2015,Cundinamarca,Región Andina,Maíz,94778.0,102225.0,1.0786,El Niño
2015,Cundinamarca,Región Andina,Papa,34504.0,552599.0,16.0153,El Niño
2015,Cundinamarca,Región Andina,Aguacate,7836.0,68624.0,8.7574,El Niño
2015,Cundinamarca,Región Andina,Frijol,30928.0,19183.0,0.6202,El Niño
2015,Boyacá,Región Andina,Arroz,64216.0,226243.0,3.5232,El Niño
2015,Boyacá,Región Andina,Maíz,94285.0,122563.0,1.2999,El Niño
2015,Boyacá,Región Andina,Papa,36832.0,540831.0,14.6839,El Niño
2015,Boyacá,Región Andina,Aguacate,9608.0,88733.0,9.2354,El Niño
2015,Boyacá,Región Andina,Frijol,26008.0,18959.0,0.729,El Niño
2015,Valle del Cauca,Valle del Cauca,Arroz,52204.0,195385.0,3.7427,El Niño
2015,Valle del Cauca,Valle del Cauca,Caña de Azúcar,220561.0,14058898.0,63.7416,El Niño
2015,Cauca,Región Andina,Arroz,52931.0,201992.0,3.8162,El Niño
2015,Cauca,Región Andina,Maíz,79619.0,98839.0,1.2414,El Niño
2015,Cauca,Región Andina,Papa,28262.0,401740.0,14.2147,El Niño
2015,Cauca,Región Andina,Aguacate,8769.0,80173.0,9.1424,El Niño
2015,Cauca,Región Andina,Frijol,26005.0,18235.0,0.7012,El Niño
2016,Antioquia,Eje Cafetero,Café,187676.0,113372.0,0.6041,El Niño
2016,Antioquia,Eje Cafetero,Plátano,40884.0,218419.0,5.3424,El Niño
2016,Antioquia,Eje Cafetero,Aguacate,9629.0,75228.0,7.8128,El Niño
2016,Caldas,Eje Cafetero,Café,187107.0,111108.0,0.5938,El Niño
2016,Caldas,Eje Cafetero,Plátano,50299.0,314709.0,6.2568,El Niño
2016,Caldas,Eje Cafetero,Aguacate,9961.0,83496.0,8.382,El Niño
2016,Risaralda,Eje Cafetero,Café,181682.0,105161.0,0.5788,El Niño
2016,Risaralda,Eje Cafetero,Plátano,44176.0,267467.0,6.0546,El Niño
2016,Risaralda,Eje Cafetero,Aguacate,9638.0,91337.0,9.4765,El Niño
2016,Huila,Eje Cafetero,Café,181737.0,105533.0,0.5807,El Niño
2016,Huila,Eje Cafetero,Plátano,43396.0,268383.0,6.1845,El Niño
2016,Huila,Eje Cafetero,Aguacate,7987.0,63636.0,7.9669,El Niño
2016,Nariño,Eje Cafetero,Café,160864.0,90933.0,0.5653,El Niño
2016,Nariño,Eje Cafetero,Plátano,41729.0,233239.0,5.5894,El Niño
2016,Nariño,Eje Cafetero,Aguacate,7476.0,58365.0,7.8069,El Niño
2016,Córdoba,Región Caribe,Maíz,95874.0,112253.0,1.1708,El Niño
2016,Córdoba,Región Caribe,Plátano,42902.0,262395.0,6.1161,El Niño
2016,Córdoba,Región Caribe,Yuca,28772.0,221286.0,7.691,El Niño
2016,Sucre,Región Caribe,Maíz,90821.0,99035.0,1.0904,El Niño
2016,Sucre,Región Caribe,Plátano,43346.0,275316.0,6.3517,El Niño
2016,Sucre,Región Caribe,Yuca,35622.0,249708.0,7.01,El Niño
2016,Bolívar,Región Caribe,Maíz,86482.0,95899.0,1.1089,El Niño
2016,Bolívar,Región Caribe,Plátano,50993.0,284908.0,5.5872,El Niño
2016,Bolívar,Región Caribe,Yuca,35603.0,258733.0,7.2672,El Niño
2016,Magdalena,Región Caribe,Maíz,86340.0,102832.0,1.191,El Niño
2016,Magdalena,Región Caribe,Plátano,40853.0,225594.0,5.522,El Niño
2016,Magdalena,Región Caribe,Yuca,28793.0,190424.0,6.6135,El Niño
2016,Meta,Llanos Orientales,Arroz,65710.0,234054.0,3.5619,El Niño
2016,Meta,Llanos Orientales,Maíz,72542.0,94266.0,1.2995,El Niño
2016,Meta,Llanos Orientales,Yuca,35047.0,268448.0,7.6596,El Niño
2016,Casanare,Llanos Orientales,Arroz,69626.0,238992.0,3.4325,El Niño
2016,Casanare,Llanos Orientales,Maíz,81033.0,101239.0,1.2494,El Niño
2016,Casanare,Llanos Orientales,Yuca,33277.0,218548.0,6.5676,El Niño
2016,Vichada,Llanos Orientales,Arroz,66369.0,230277.0,3.4696,El Niño
2016,Vichada,Llanos Orientales,Maíz,76707.0,91801.0,1.1968,El Niño
2016,Vichada,Llanos Orientales,Yuca,32305.0,231594.0,7.169,El Niño
2016,Tolima,Región Andina,Arroz,53195.0,210079.0,3.9492,El Niño
2016,Tolima,Región Andina,Maíz,77755.0,85528.0,1.1,El Niño
2016,Tolima,Región Andina,Papa,36290.0,584458.0,16.1051,El Niño
2016,Tolima,Región Andina,Aguacate,9608.0,88154.0,9.1748,El Niño
2016,Tolima,Región Andina,Frijol,28781.0,19886.0,0.691,El Niño
2016,Cundinamarca,Región Andina,Arroz,53113.0,191461.0,3.6048,El Niño
2016,Cundinamarca,Región Andina,Maíz,80442.0,90973.0,1.1309,El Niño
2016,Cundinamarca,Región Andina,Papa,34678.0,511430.0,14.7478,El Niño
2016,Cundinamarca,Región Andina,Aguacate,7577.0,61805.0,8.1565,El Niño
2016,Cundinamarca,Región Andina,Frijol,29012.0,18162.0,0.626,El Niño
2016,Boyacá,Región Andina,Arroz,67013.0,245831.0,3.6684,El Niño
2016,Boyacá,Región Andina,Maíz,83149.0,100607.0,1.21,El Niño
2016,Boyacá,Región Andina,Papa,35666.0,510401.0,14.3107,El Niño
2016,Boyacá,Región Andina,Aguacate,9130.0,79916.0,8.7536,El Niño
2016,Boyacá,Región Andina,Frijol,25578.0,18820.0,0.7358,El Niño
2016,Valle del Cauca,Valle del Cauca,Arroz,66034.0,250163.0,3.7884,El Niño
2016,Valle del Cauca,Valle del Cauca,Caña de Azúcar,265242.0,19639278.0,74.0429,El Niño
2016,Cauca,Región Andina,Arroz,64415.0,252473.0,3.9195,El Niño
2016,Cauca,Región Andina,Maíz,88591.0,109038.0,1.2308,El Niño
2016,Cauca,Región Andina,Papa,33656.0,521878.0,15.506,El Niño
2016,Cauca,Región Andina,Aguacate,7779.0,72331.0,9.2981,El Niño
2016,Cauca,Región Andina,Frijol,30568.0,18940.0,0.6196,El Niño
2017,Antioquia,Eje Cafetero,Café,184641.0,140167.0,0.7591,Normal
2017,Antioquia,Eje Cafetero,Plátano,42246.0,363289.0,8.5994,Normal
2017,Antioquia,Eje Cafetero,Aguacate,7785.0,99356.0,12.7631,Normal
2017,Caldas,Eje Cafetero,Café,184959.0,151893.0,0.8212,Normal
2017,Caldas,Eje Cafetero,Plátano,37863.0,297252.0,7.8507,Normal
2017,Caldas,Eje Cafetero,Aguacate,8971.0,118008.0,13.1548,Normal
2017,Risaralda,Eje Cafetero,Café,174851.0,136490.0,0.7806,Normal
2017,Risaralda,Eje Cafetero,Plátano,46231.0,382127.0,8.2656,Normal
2017,Risaralda,Eje Cafetero,Aguacate,9394.0,103870.0,11.0568,Normal
2017,Huila,Eje Cafetero,Café,181371.0,149952.0,0.8268,Normal
2017,Huila,Eje Cafetero,Plátano,50618.0,401938.0,7.9407,Normal
2017,Huila,Eje Cafetero,Aguacate,9011.0,117482.0,13.0369,Normal
2017,Nariño,Eje Cafetero,Café,148143.0,132100.0,0.8917,Normal
2017,Nariño,Eje Cafetero,Plátano,46950.0,351711.0,7.4913,Normal
2017,Nariño,Eje Cafetero,Aguacate,8149.0,101861.0,12.4996,Normal
2017,Córdoba,Región Caribe,Maíz,72781.0,122062.0,1.6771,Normal
2017,Córdoba,Región Caribe,Plátano,42390.0,356000.0,8.3983,Normal
2017,Córdoba,Región Caribe,Yuca,27146.0,285794.0,10.5282,Normal
2017,Sucre,Región Caribe,Maíz,95517.0,172382.0,1.8047,Normal
2017,Sucre,Región Caribe,Plátano,47773.0,362758.0,7.5933,Normal
2017,Sucre,Región Caribe,Yuca,33864.0,300309.0,8.8682,Normal
2017,Bolívar,Región Caribe,Maíz,71646.0,114045.0,1.5918,Normal
2017,Bolívar,Región Caribe,Plátano,44293.0,382845.0,8.6435,Normal
2017,Bolívar,Región Caribe,Yuca,33157.0,321421.0,9.694,Normal
2017,Magdalena,Región Caribe,Maíz,77956.0,141417.0,1.8141,Normal
2017,Magdalena,Región Caribe,Plátano,43460.0,352909.0,8.1203,Normal
2017,Magdalena,Región Caribe,Yuca,28257.0,293247.0,10.3778,Normal
2017,Meta,Llanos Orientales,Arroz,64148.0,308883.0,4.8152,Normal
2017,Meta,Llanos Orientales,Maíz,73158.0,125068.0,1.7096,Normal
2017,Meta,Llanos Orientales,Yuca,32885.0,307662.0,9.3556,Normal
2017,Casanare,Llanos Orientales,Arroz,68825.0,326512.0,4.7441,Normal
2017,Casanare,Llanos Orientales,Maíz,81939.0,147194.0,1.7964,Normal
2017,Casanare,Llanos Orientales,Yuca,30672.0,308911.0,10.0715,Normal
2017,Vichada,Llanos Orientales,Arroz,58762.0,286156.0,4.8697,Normal
2017,Vichada,Llanos Orientales,Maíz,95780.0,155171.0,1.6201,Normal
2017,Vichada,Llanos Orientales,Yuca,35144.0,325813.0,9.2707,Normal
2017,Tolima,Región Andina,Arroz,55407.0,256078.0,4.6218,Normal
2017,Tolima,Región Andina,Maíz,87442.0,140485.0,1.6066,Normal
2017,Tolima,Región Andina,Papa,36052.0,735116.0,20.3902,Normal
2017,Tolima,Región Andina,Aguacate,9884.0,111148.0,11.2453,Normal
2017,Tolima,Región Andina,Frijol,30541.0,30619.0,1.0026,Normal
2017,Cundinamarca,Región Andina,Arroz,65552.0,357371.0,5.4517,Normal
2017,Cundinamarca,Región Andina,Maíz,90186.0,152563.0,1.6917,Normal
2017,Cundinamarca,Región Andina,Papa,28905.0,537145.0,18.5834,Normal
2017,Cundinamarca,Región Andina,Aguacate,9761.0,119863.0,12.28,Normal
2017,Cundinamarca,Región Andina,Frijol,29946.0,28344.0,0.9465,Normal
2017,Boyacá,Región Andina,Arroz,53665.0,253174.0,4.7177,Normal
2017,Boyacá,Región Andina,Maíz,88292.0,143652.0,1.627,Normal
2017,Boyacá,Región Andina,Papa,29580.0,605373.0,20.4655,Normal
2017,Boyacá,Región Andina,Aguacate,7534.0,91885.0,12.1967,Normal
2017,Boyacá,Región Andina,Frijol,25594.0,25761.0,1.0065,Normal
2017,Valle del Cauca,Valle del Cauca,Arroz,57176.0,288986.0,5.0543,Normal
2017,Valle del Cauca,Valle del Cauca,Caña de Azúcar,204837.0,17945349.0,87.6081,Normal
2017,Cauca,Región Andina,Arroz,58670.0,298015.0,5.0795,Normal
2017,Cauca,Región Andina,Maíz,86146.0,136218.0,1.5812,Normal
2017,Cauca,Región Andina,Papa,34401.0,756015.0,21.9765,Normal
2017,Cauca,Región Andina,Aguacate,9394.0,102351.0,10.8951,Normal
2017,Cauca,Región Andina,Frijol,27339.0,23920.0,0.8749,Normal
2018,Antioquia,Eje Cafetero,Café,155184.0,139636.0,0.8998,Normal
2018,Antioquia,Eje Cafetero,Plátano,39678.0,325285.0,8.1982,Normal
2018,Antioquia,Eje Cafetero,Aguacate,8974.0,112047.0,12.4859,Normal
2018,Caldas,Eje Cafetero,Café,171210.0,126627.0,0.7396,Normal
2018,Caldas,Eje Cafetero,Plátano,42131.0,346695.0,8.229,Normal
2018,Caldas,Eje Cafetero,Aguacate,7595.0,88419.0,11.6415,Normal
2018,Risaralda,Eje Cafetero,Café,144645.0,108612.0,0.7509,Normal
2018,Risaralda,Eje Cafetero,Plátano,43070.0,327232.0,7.5977,Normal
2018,Risaralda,Eje Cafetero,Aguacate,8842.0,110128.0,12.4547,Normal
2018,Huila,Eje Cafetero,Café,183368.0,141344.0,0.7708,Normal
2018,Huila,Eje Cafetero,Plátano,40011.0,302142.0,7.5515,Normal
2018,Huila,Eje Cafetero,Aguacate,9021.0,112727.0,12.4955,Normal
2018,Nariño,Eje Cafetero,Café,144564.0,128884.0,0.8915,Normal
2018,Nariño,Eje Cafetero,Plátano,38471.0,318065.0,8.2677,Normal
2018,Nariño,Eje Cafetero,Aguacate,9210.0,118723.0,12.8903,Normal
2018,Córdoba,Región Caribe,Maíz,89008.0,155726.0,1.7496,Normal
2018,Córdoba,Región Caribe,Plátano,42304.0,368733.0,8.7163,Normal
2018,Córdoba,Región Caribe,Yuca,27470.0,290460.0,10.5738,Normal
2018,Sucre,Región Caribe,Maíz,84830.0,148853.0,1.7547,Normal
2018,Sucre,Región Caribe,Plátano,43809.0,369547.0,8.4355,Normal
2018,Sucre,Región Caribe,Yuca,31678.0,324819.0,10.2539,Normal
2018,Bolívar,Región Caribe,Maíz,73139.0,110068.0,1.5049,Normal
2018,Bolívar,Región Caribe,Plátano,41072.0,313862.0,7.6417,Normal
2018,Bolívar,Región Caribe,Yuca,34934.0,323127.0,9.2497,Normal
2018,Magdalena,Región Caribe,Maíz,95576.0,152556.0,1.5962,Normal
2018,Magdalena,Región Caribe,Plátano,40206.0,348791.0,8.6751,Normal
2018,Magdalena,Región Caribe,Yuca,32925.0,322548.0,9.7965,Normal
2018,Meta,Llanos Orientales,Arroz,61632.0,328103.0,5.3236,Normal
2018,Meta,Llanos Orientales,Maíz,76823.0,139341.0,1.8138,Normal
2018,Meta,Llanos Orientales,Yuca,35905.0,362450.0,10.0946,Normal
2018,Casanare,Llanos Orientales,Arroz,55160.0,291458.0,5.2838,Normal
2018,Casanare,Llanos Orientales,Maíz,72902.0,108998.0,1.4951,Normal
2018,Casanare,Llanos Orientales,Yuca,29144.0,283475.0,9.7267,Normal
2018,Vichada,Llanos Orientales,Arroz,67323.0,358947.0,5.3317,Normal
2018,Vichada,Llanos Orientales,Maíz,89726.0,145842.0,1.6254,Normal
2018,Vichada,Llanos Orientales,Yuca,29976.0,286188.0,9.5472,Normal
2018,Tolima,Región Andina,Arroz,69494.0,321821.0,4.6309,Normal
2018,Tolima,Región Andina,Maíz,92846.0,155606.0,1.676,Normal
2018,Tolima,Región Andina,Papa,31902.0,683444.0,21.4236,Normal
2018,Tolima,Región Andina,Aguacate,8632.0,111320.0,12.8962,Normal
2018,Tolima,Región Andina,Frijol,30806.0,28807.0,0.9351,Normal
2018,Cundinamarca,Región Andina,Arroz,56566.0,293815.0,5.1942,Normal
2018,Cundinamarca,Región Andina,Maíz,93983.0,146098.0,1.5545,Normal
2018,Cundinamarca,Región Andina,Papa,33699.0,709005.0,21.0394,Normal
2018,Cundinamarca,Región Andina,Aguacate,9273.0,103074.0,11.1158,Normal
2018,Cundinamarca,Región Andina,Frijol,29281.0,30092.0,1.0277,Normal
