Pais,Item,Year,Rendimiento_t_ha,Lluvia_mm,Temp_C,Fenomeno_ENSO
Brasil,Potatoes,2019,26.794,1760.7,21.4,Normal
Brasil,Cassava,2019,12.317,1760.7,21.4,Normal
Brasil,Bananas,2019,12.667,1760.7,21.4,Normal
Brasil,Avocados,2019,12.694,1760.7,21.4,Normal
Brasil,Maize,2020,6.803,2111.4,18.4,Normal
Brasil,"Rice, paddy",2020,6.515,2111.4,18.4,Normal
Brasil,"Coffee, green",2020,1.18,2111.4,18.4,Normal
Brasil,Potatoes,2020,27.402,2111.4,18.4,Normal
Brasil,Cassava,2020,12.498,2111.4,18.4,Normal
Brasil,Bananas,2020,11.12,2111.4,18.4,Normal
Brasil,Avocados,2020,11.801,2111.4,18.4,Normal
Brasil,Maize,2021,5.876,1796.1,20.5,La Niña
Brasil,"Rice, paddy",2021,5.703,1796.1,20.5,La Niña
Brasil,"Coffee, green",2021,1.107,1796.1,20.5,La Niña
Brasil,Potatoes,2021,22.124,1796.1,20.5,La Niña
Brasil,Cassava,2021,10.171,1796.1,20.5,La Niña
Brasil,Bananas,2021,10.105,1796.1,20.5,La Niña
Brasil,Avocados,2021,12.283,1796.1,20.5,La Niña
Brasil,Maize,2022,4.853,1530.6,17.6,La Niña
Brasil,"Rice, paddy",2022,5.613,1530.6,17.6,La Niña
Brasil,"Coffee, green",2022,1.001,1530.6,17.6,La Niña
Brasil,Potatoes,2022,22.573,1530.6,17.6,La Niña
Brasil,Cassava,2022,11.765,1530.6,17.6,La Niña
Brasil,Bananas,2022,10.745,1530.6,17.6,La Niña
Brasil,Avocados,2022,12.103,1530.6,17.6,La Niña
Brasil,Maize,2023,4.808,1501.3,20.0,El Niño
Brasil,"Rice, paddy",2023,4.666,1501.3,20.0,El Niño
Brasil,"Coffee, green",2023,0.792,1501.3,20.0,El Niño
Brasil,Potatoes,2023,20.767,1501.3,20.0,El Niño
Brasil,Cassava,2023,8.228,1501.3,20.0,El Niño
Brasil,Bananas,2023,8.358,1501.3,20.0,El Niño
Brasil,Avocados,2023,8.222,1501.3,20.0,El Niño
México,Maize,1990,3.091,995.0,16.1,Normal
México,"Rice, paddy",1990,3.828,995.0,16.1,Normal
México,"Coffee, green",1990,0.706,995.0,16.1,Normal
México,Potatoes,1990,16.093,995.0,16.1,Normal
México,Cassava,1990,7.685,995.0,16.1,Normal
México,Bananas,1990,7.039,995.0,16.1,Normal
México,Avocados,1990,8.016,995.0,16.1,Normal
México,Maize,1991,4.139,2032.5,26.2,Normal
México,"Rice, paddy",1991,4.002,2032.5,26.2,Normal
México,"Coffee, green",1991,0.738,2032.5,26.2,Normal
México,Potatoes,1991,17.671,2032.5,26.2,Normal
México,Cassava,1991,8.238,2032.5,26.2,Normal
México,Bananas,1991,7.667,2032.5,26.2,Normal
México,Avocados,1991,7.376,2032.5,26.2,Normal
México,Maize,1992,3.654,943.0,26.8,Normal
México,"Rice, paddy",1992,3.759,943.0,26.8,Normal
México,"Coffee, green",1992,0.629,943.0,26.8,Normal
México,Potatoes,1992,16.367,943.0,26.8,Normal
México,Cassava,1992,7.361,943.0,26.8,Normal
México,Bananas,1992,6.987,943.0,26.8,Normal
México,Avocados,1992,6.736,943.0,26.8,Normal
México,Maize,1993,3.77,994.2,20.7,Normal
México,"Rice, paddy",1993,3.608,994.2,20.7,Normal
México,"Coffee, green",1993,0.648,994.2,20.7,Normal
México,Potatoes,1993,16.946,994.2,20.7,Normal
México,Cassava,1993,8.18,994.2,20.7,Normal
México,Bananas,1993,6.66,994.2,20.7,Normal
México,Avocados,1993,8.069,994.2,20.7,Normal
México,Maize,1994,4.254,2137.6,26.9,Normal
México,"Rice, paddy",1994,4.703,2137.6,26.9,Normal
México,"Coffee, green",1994,0.698,2137.6,26.9,Normal
México,Potatoes,1994,18.476,2137.6,26.9,Normal
México,Cassava,1994,8.744,2137.6,26.9,Normal
México,Bananas,1994,7.778,2137.6,26.9,Normal
México,Avocados,1994,8.439,2137.6,26.9,Normal
México,Maize,1995,3.73,1771.6,27.4,Normal
México,"Rice, paddy",1995,4.145,1771.6,27.4,Normal
México,"Coffee, green",1995,0.754,1771.6,27.4,Normal
México,Potatoes,1995,16.09,1771.6,27.4,Normal
México,Cassava,1995,8.502,1771.6,27.4,Normal
México,Bananas,1995,7.072,1771.6,27.4,Normal
México,Avocados,1995,8.318,1771.6,27.4,Normal
México,Maize,1996,3.652,1668.6,16.8,Normal
México,"Rice, paddy",1996,4.245,1668.6,16.8,Normal
México,"Coffee, green",1996,0.713,1668.6,16.8,Normal
México,Potatoes,1996,18.426,1668.6,16.8,Normal
México,Cassava,1996,8.406,1668.6,16.8,Normal
México,Bananas,1996,7.635,1668.6,16.8,Normal
México,Avocados,1996,8.249,1668.6,16.8,Normal
México,Maize,1997,2.33,818.2,25.2,El Niño
México,"Rice, paddy",1997,3.179,818.2,25.2,El Niño
México,"Coffee, green",1997,0.496,818.2,25.2,El Niño
México,Potatoes,1997,11.864,818.2,25.2,El Niño
México,Cassava,1997,5.838,818.2,25.2,El Niño
México,Bananas,1997,5.69,818.2,25.2,El Niño
México,Avocados,1997,6.156,818.2,25.2,El Niño
México,Maize,1998,3.113,1560.7,17.8,El Niño
México,"Rice, paddy",1998,2.857,1560.7,17.8,El Niño
México,"Coffee, green",1998,0.575,1560.7,17.8,El Niño
México,Potatoes,1998,13.399,1560.7,17.8,El Niño
México,Cassava,1998,6.654,1560.7,17.8,El Niño
México,Bananas,1998,6.252,1560.7,17.8,El Niño
México,Avocados,1998,5.414,1560.7,17.8,El Niño
México,Maize,1999,3.183,1653.2,17.5,La Niña
México,"Rice, paddy",1999,3.935,1653.2,17.5,La Niña
México,"Coffee, green",1999,0.6,1653.2,17.5,La Niña
México,Potatoes,1999,16.81,1653.2,17.5,La Niña
México,Cassava,1999,8.373,1653.2,17.5,La Niña
México,Bananas,1999,7.202,1653.2,17.5,La Niña
México,Avocados,1999,7.048,1653.2,17.5,La Niña
México,Maize,2000,3.853,1980.5,26.2,La Niña
México,"Rice, paddy",2000,4.219,1980.5,26.2,La Niña
México,"Coffee, green",2000,0.745,1980.5,26.2,La Niña
México,Potatoes,2000,15.096,1980.5,26.2,La Niña
México,Cassava,2000,8.559,1980.5,26.2,La Niña
México,Bananas,2000,8.082,1980.5,26.2,La Niña
México,Avocados,2000,8.448,1980.5,26.2,La Niña
México,Maize,2001,3.446,1150.9,26.3,La Niña
México,"Rice, paddy",2001,3.967,1150.9,26.3,La Niña
México,"Coffee, green",2001,0.699,1150.9,26.3,La Niña
México,Potatoes,2001,13.763,1150.9,26.3,La Niña
México,Cassava,2001,7.085,1150.9,26.3,La Niña
México,Bananas,2001,7.418,1150.9,26.3,La Niña
México,Avocados,2001,7.878,1150.9,26.3,La Niña
México,Maize,2002,3.187,1988.2,18.0,El Niño
México,"Rice, paddy",2002,3.126,1988.2,18.0,El Niño
México,"Coffee, green",2002,0.608,1988.2,18.0,El Niño
México,Potatoes,2002,12.829,1988.2,18.0,El Niño
México,Cassava,2002,6.821,1988.2,18.0,El Niño
México,Bananas,2002,6.008,1988.2,18.0,El Niño
México,Avocados,2002,7.206,1988.2,18.0,El Niño
México,Maize,2003,2.891,1611.9,23.6,El Niño
México,"Rice, paddy",2003,3.547,1611.9,23.6,El Niño
México,"Coffee, green",2003,0.559,1611.9,23.6,El Niño
México,Potatoes,2003,11.88,1611.9,23.6,El Niño
México,Cassava,2003,6.509,1611.9,23.6,El Niño
México,Bananas,2003,6.444,1611.9,23.6,El Niño
México,Avocados,2003,5.943,1611.9,23.6,El Niño
México,Maize,2004,4.301,1109.5,23.3,Normal
México,"Rice, paddy",2004,4.226,1109.5,23.3,Normal
México,"Coffee, green",2004,0.827,1109.5,23.3,Normal
México,Potatoes,2004,19.829,1109.5,23.3,Normal
México,Cassava,2004,7.882,1109.5,23.3,Normal
México,Bananas,2004,7.54,1109.5,23.3,Normal
México,Avocados,2004,8.901,1109.5,23.3,Normal
México,Maize,2005,4.299,2132.4,24.5,Normal
México,"Rice, paddy",2005,4.512,2132.4,24.5,Normal
México,"Coffee, green",2005,0.809,2132.4,24.5,Normal
México,Potatoes,2005,20.108,2132.4,24.5,Normal
México,Cassava,2005,8.883,2132.4,24.5,Normal
México,Bananas,2005,8.735,2132.4,24.5,Normal
México,Avocados,2005,8.437,2132.4,24.5,Normal
México,Maize,2006,3.734,1433.1,17.1,Normal
México,"Rice, paddy",2006,5.114,1433.1,17.1,Normal
México,"Coffee, green",2006,0.729,1433.1,17.1,Normal
México,Potatoes,2006,19.181,1433.1,17.1,Normal
México,Cassava,2006,8.148,1433.1,17.1,Normal
México,Bananas,2006,7.897,1433.1,17.1,Normal
México,Avocados,2006,8.601,1433.1,17.1,Normal
México,Maize,2007,4.408,1001.1,16.6,Normal
México,"Rice, paddy",2007,4.015,1001.1,16.6,Normal
México,"Coffee, green",2007,0.678,1001.1,16.6,Normal
México,Potatoes,2007,19.521,1001.1,16.6,Normal
México,Cassava,2007,8.14,1001.1,16.6,Normal
México,Bananas,2007,8.516,1001.1,16.6,Normal
México,Avocados,2007,7.86,1001.1,16.6,Normal
México,Maize,2008,4.619,1132.2,22.9,Normal
México,"Rice, paddy",2008,4.175,1132.2,22.9,Normal
México,"Coffee, green",2008,0.757,1132.2,22.9,Normal
México,Potatoes,2008,16.564,1132.2,22.9,Normal
México,Cassava,2008,8.151,1132.2,22.9,Normal
México,Bananas,2008,9.077,1132.2,22.9,Normal
México,Avocados,2008,7.934,1132.2,22.9,Normal
México,Maize,2009,3.49,1999.6,18.1,El Niño
México,"Rice, paddy",2009,3.646,1999.6,18.1,El Niño
México,"Coffee, green",2009,0.657,1999.6,18.1,El Niño
México,Potatoes,2009,13.244,1999.6,18.1,El Niño
México,Cassava,2009,7.254,1999.6,18.1,El Niño
México,Bananas,2009,6.702,1999.6,18.1,El Niño
México,Avocados,2009,6.895,1999.6,18.1,El Niño
México,Maize,2010,3.515,1934.8,23.8,El Niño
México,"Rice, paddy",2010,3.523,1934.8,23.8,El Niño
México,"Coffee, green",2010,0.617,1934.8,23.8,El Niño
México,Potatoes,2010,15.796,1934.8,23.8,El Niño
México,Cassava,2010,6.381,1934.8,23.8,El Niño
México,Bananas,2010,6.425,1934.8,23.8,El Niño
México,Avocados,2010,7.607,1934.8,23.8,El Niño
México,Maize,2011,3.702,1463.0,19.0,La Niña
México,"Rice, paddy",2011,4.718,1463.0,19.0,La Niña
México,"Coffee, green",2011,0.798,1463.0,19.0,La Niña
México,Potatoes,2011,19.141,1463.0,19.0,La Niña
México,Cassava,2011,8.547,1463.0,19.0,La Niña
México,Bananas,2011,7.696,1463.0,19.0,La Niña
México,Avocados,2011,7.537,1463.0,19.0,La Niña
México,Maize,2012,3.257,972.5,16.7,La Niña
México,"Rice, paddy",2012,4.519,972.5,16.7,La Niña
México,"Coffee, green",2012,0.742,972.5,16.7,La Niña
México,Potatoes,2012,16.843,972.5,16.7,La Niña
México,Cassava,2012,8.763,972.5,16.7,La Niña
México,Bananas,2012,8.167,972.5,16.7,La Niña
México,Avocados,2012,8.118,972.5,16.7,La Niña
México,Maize,2013,4.44,1450.4,17.8,Normal
México,"Rice, paddy",2013,4.568,1450.4,17.8,Normal
México,"Coffee, green",2013,0.809,1450.4,17.8,Normal
México,Potatoes,2013,22.022,1450.4,17.8,Normal
México,Cassava,2013,9.044,1450.4,17.8,Normal
México,Bananas,2013,8.11,1450.4,17.8,Normal
México,Avocados,2013,9.587,1450.4,17.8,Normal
México,Maize,2014,4.195,1643.3,18.3,Normal
México,"Rice, paddy",2014,5.688,1643.3,18.3,Normal
México,"Coffee, green",2014,0.796,1643.3,18.3,Normal
México,Potatoes,2014,22.011,1643.3,18.3,Normal
México,Cassava,2014,9.545,1643.3,18.3,Normal
México,Bananas,2014,8.907,1643.3,18.3,Normal
México,Avocados,2014,9.141,1643.3,18.3,Normal
México,Maize,2015,3.144,1883.4,26.6,El Niño
México,"Rice, paddy",2015,3.388,1883.4,26.6,El Niño
México,"Coffee, green",2015,0.571,1883.4,26.6,El Niño
México,Potatoes,2015,16.065,1883.4,26.6,El Niño
México,Cassava,2015,6.979,1883.4,26.6,El Niño
México,Bananas,2015,6.082,1883.4,26.6,El Niño
México,Avocados,2015,6.817,1883.4,26.6,El Niño
México,Maize,2016,3.386,1519.9,26.2,El Niño
México,"Rice, paddy",2016,3.398,1519.9,26.2,El Niño
México,"Coffee, green",2016,0.564,1519.9,26.2,El Niño
México,Potatoes,2016,14.426,1519.9,26.2,El Niño
México,Cassava,2016,6.249,1519.9,26.2,El Niño
México,Bananas,2016,6.951,1519.9,26.2,El Niño
México,Avocados,2016,6.794,1519.9,26.2,El Niño
México,Maize,2017,4.713,1280.2,22.1,Normal
México,"Rice, paddy",2017,5.133,1280.2,22.1,Normal
México,"Coffee, green",2017,0.903,1280.2,22.1,Normal
México,Potatoes,2017,20.823,1280.2,22.1,Normal
México,Cassava,2017,10.196,1280.2,22.1,Normal
México,Bananas,2017,9.4,1280.2,22.1,Normal
México,Avocados,2017,8.835,1280.2,22.1,Normal
México,Maize,2018,4.78,873.3,26.8,Normal
México,"Rice, paddy",2018,5.122,873.3,26.8,Normal
México,"Coffee, green",2018,0.853,873.3,26.8,Normal
México,Potatoes,2018,18.358,873.3,26.8,Normal
México,Cassava,2018,9.269,873.3,26.8,Normal
México,Bananas,2018,9.656,873.3,26.8,Normal
México,Avocados,2018,9.96,873.3,26.8,Normal
México,Maize,2019,4.512,1226.2,19.6,Normal
México,"Rice, paddy",2019,4.979,1226.2,19.6,Normal
México,"Coffee, green",2019,0.823,1226.2,19.6,Normal
México,Potatoes,2019,21.004,1226.2,19.6,Normal
México,Cassava,2019,8.497,1226.2,19.6,Normal
México,Bananas,2019,9.632,1226.2,19.6,Normal
México,Avocados,2019,10.18,1226.2,19.6,Normal
México,Maize,2020,4.904,1962.5,26.1,Normal
México,"Rice, paddy",2020,5.795,1962.5,26.1,Normal
México,"Coffee, green",2020,0.903,1962.5,26.1,Normal
México,Potatoes,2020,24.074,1962.5,26.1,Normal
México,Cassava,2020,9.495,1962.5,26.1,Normal
México,Bananas,2020,10.616,1962.5,26.1,Normal
México,Avocados,2020,9.662,1962.5,26.1,Normal
México,Maize,2021,4.026,943.8,21.3,La Niña
México,"Rice, paddy",2021,4.123,943.8,21.3,La Niña
México,"Coffee, green",2021,0.744,943.8,21.3,La Niña
México,Potatoes,2021,18.933,943.8,21.3,La Niña
México,Cassava,2021,7.84,943.8,21.3,La Niña
México,Bananas,2021,7.987,943.8,21.3,La Niña
México,Avocados,2021,8.005,943.8,21.3,La Niña
México,Maize,2022,4.035,1541.7,24.0,La Niña
México,"Rice, paddy",2022,5.267,1541.7,24.0,La Niña
México,"Coffee, green",2022,0.797,1541.7,24.0,La Niña
México,Potatoes,2022,20.298,1541.7,24.0,La Niña
México,Cassava,2022,9.373,1541.7,24.0,La Niña
México,Bananas,2022,9.078,1541.7,24.0,La Niña
México,Avocados,2022,8.197,1541.7,24.0,La Niña
México,Maize,2023,3.595,1111.6,21.8,El Niño
México,"Rice, paddy",2023,3.459,1111.6,21.8,El Niño
México,"Coffee, green",2023,0.692,1111.6,21.8,El Niño
México,Potatoes,2023,13.585,1111.6,21.8,El Niño
México,Cassava,2023,6.495,1111.6,21.8,El Niño
México,Bananas,2023,6.101,1111.6,21.8,El Niño
México,Avocados,2023,7.19,1111.6,21.8,El Niño
Perú,Maize,1990,3.708,2084.6,19.1,Normal
Perú,"Rice, paddy",1990,3.799,2084.6,19.1,Normal
Perú,"Coffee, green",1990,0.708,2084.6,19.1,Normal
Perú,Potatoes,1990,14.988,2084.6,19.1,Normal
Perú,Cassava,1990,7.765,2084.6,19.1,Normal
Perú,Bananas,1990,7.596,2084.6,19.1,Normal
Perú,Avocados,1990,7.929,2084.6,19.1,Normal
Perú,Maize,1991,3.52,996.0,17.9,Normal
Perú,"Rice, paddy",1991,4.086,996.0,17.9,Normal
Perú,"Coffee, green",1991,0.696,996.0,17.9,Normal
Perú,Potatoes,1991,16.361,996.0,17.9,Normal
Perú,Cassava,1991,8.003,996.0,17.9,Normal
Perú,Bananas,1991,6.614,996.0,17.9,Normal
Perú,Avocados,1991,6.894,996.0,17.9,Normal
Perú,Maize,1992,3.464,839.5,21.4,Normal
Perú,"Rice, paddy",1992,4.045,839.5,21.4,Normal
Perú,"Coffee, green",1992,0.592,839.5,21.4,Normal
Perú,Potatoes,1992,15.089,839.5,21.4,Normal
Perú,Cassava,1992,7.378,839.5,21.4,Normal
Perú,Bananas,1992,6.767,839.5,21.4,Normal
Perú,Avocados,1992,6.717,839.5,21.4,Normal
Perú,Maize,1993,4.084,1914.8,18.1,Normal
Perú,"Rice, paddy",1993,4.643,1914.8,18.1,Normal
Perú,"Coffee, green",1993,0.675,1914.8,18.1,Normal
Perú,Potatoes,1993,16.254,1914.8,18.1,Normal
Perú,Cassava,1993,8.372,1914.8,18.1,Normal
Perú,Bananas,1993,7.367,1914.8,18.1,Normal
Perú,Avocados,1993,7.015,1914.8,18.1,Normal
Perú,Maize,1994,3.524,2087.8,21.2,Normal
Perú,"Rice, paddy",1994,4.326,2087.8,21.2,Normal
Perú,"Coffee, green",1994,0.663,2087.8,21.2,Normal
Perú,Potatoes,1994,15.87,2087.8,21.2,Normal
Perú,Cassava,1994,8.151,2087.8,21.2,Normal
Perú,Bananas,1994,7.39,2087.8,21.2,Normal
Perú,Avocados,1994,8.204,2087.8,21.2,Normal
Perú,Maize,1995,3.395,2195.6,26.3,Normal
Perú,"Rice, paddy",1995,3.865,2195.6,26.3,Normal
Perú,"Coffee, green",1995,0.741,2195.6,26.3,Normal
Perú,Potatoes,1995,17.852,2195.6,26.3,Normal
Perú,Cassava,1995,8.925,2195.6,26.3,Normal
Perú,Bananas,1995,7.939,2195.6,26.3,Normal
Perú,Avocados,1995,7.648,2195.6,26.3,Normal
Perú,Maize,1996,4.072,1455.9,25.7,Normal
Perú,"Rice, paddy",1996,3.896,1455.9,25.7,Normal
Perú,"Coffee, green",1996,0.7,1455.9,25.7,Normal
Perú,Potatoes,1996,15.274,1455.9,25.7,Normal
Perú,Cassava,1996,7.85,1455.9,25.7,Normal
Perú,Bananas,1996,6.666,1455.9,25.7,Normal
Perú,Avocados,1996,8.689,1455.9,25.7,Normal
Perú,Maize,1997,3.06,1693.3,26.3,El Niño
Perú,"Rice, paddy",1997,2.841,1693.3,26.3,El Niño
Perú,"Coffee, green",1997,0.536,1693.3,26.3,El Niño
Perú,Potatoes,1997,13.443,1693.3,26.3,El Niño
Perú,Cassava,1997,5.915,1693.3,26.3,El Niño
Perú,Bananas,1997,5.65,1693.3,26.3,El Niño
Perú,Avocados,1997,5.68,1693.3,26.3,El Niño
Perú,Maize,1998,2.751,1744.7,20.7,El Niño
Perú,"Rice, paddy",1998,2.816,1744.7,20.7,El Niño
Perú,"Coffee, green",1998,0.457,1744.7,20.7,El Niño
Perú,Potatoes,1998,11.12,1744.7,20.7,El Niño
Perú,Cassava,1998,5.445,1744.7,20.7,El Niño
Perú,Bananas,1998,5.476,1744.7,20.7,El Niño
Perú,Avocados,1998,5.203,1744.7,20.7,El Niño
Perú,Maize,1999,3.398,1018.3,25.4,La Niña
Perú,"Rice, paddy",1999,3.846,1018.3,25.4,La Niña
Perú,"Coffee, green",1999,0.66,1018.3,25.4,La Niña
Perú,Potatoes,1999,13.069,1018.3,25.4,La Niña
Perú,Cassava,1999,6.243,1018.3,25.4,La Niña
Perú,Bananas,1999,6.137,1018.3,25.4,La Niña
Perú,Avocados,1999,7.469,1018.3,25.4,La Niña
Perú,Maize,2000,3.127,1885.7,19.9,La Niña
Perú,"Rice, paddy",2000,4.013,1885.7,19.9,La Niña
Perú,"Coffee, green",2000,0.613,1885.7,19.9,La Niña
Perú,Potatoes,2000,15.733,1885.7,19.9,La Niña
Perú,Cassava,2000,8.156,1885.7,19.9,La Niña
Perú,Bananas,2000,7.062,1885.7,19.9,La Niña
Perú,Avocados,2000,8.125,1885.7,19.9,La Niña
Perú,Maize,2001,3.679,1350.3,23.6,La Niña
Perú,"Rice, paddy",2001,3.862,1350.3,23.6,La Niña
Perú,"Coffee, green",2001,0.648,1350.3,23.6,La Niña
Perú,Potatoes,2001,15.912,1350.3,23.6,La Niña
Perú,Cassava,2001,7.798,1350.3,23.6,La Niña
Perú,Bananas,2001,6.059,1350.3,23.6,La Niña
Perú,Avocados,2001,6.864,1350.3,23.6,La Niña
Perú,Maize,2002,3.078,1356.8,26.9,El Niño
Perú,"Rice, paddy",2002,2.837,1356.8,26.9,El Niño
Perú,"Coffee, green",2002,0.473,1356.8,26.9,El Niño
Perú,Potatoes,2002,13.788,1356.8,26.9,El Niño
Perú,Cassava,2002,5.607,1356.8,26.9,El Niño
Perú,Bananas,2002,5.205,1356.8,26.9,El Niño
Perú,Avocados,2002,5.239,1356.8,26.9,El Niño
Perú,Maize,2003,2.703,1185.8,24.3,El Niño
Perú,"Rice, paddy",2003,3.109,1185.8,24.3,El Niño
Perú,"Coffee, green",2003,0.568,1185.8,24.3,El Niño
Perú,Potatoes,2003,11.24,1185.8,24.3,El Niño
Perú,Cassava,2003,5.247,1185.8,24.3,El Niño
Perú,Bananas,2003,5.969,1185.8,24.3,El Niño
Perú,Avocados,2003,6.234,1185.8,24.3,El Niño
Perú,Maize,2004,3.672,1169.2,19.9,Normal
Perú,"Rice, paddy",2004,4.481,1169.2,19.9,Normal
Perú,"Coffee, green",2004,0.645,1169.2,19.9,Normal
Perú,Potatoes,2004,17.267,1169.2,19.9,Normal
Perú,Cassava,2004,7.456,1169.2,19.9,Normal
Perú,Bananas,2004,8.284,1169.2,19.9,Normal
Perú,Avocados,2004,7.94,1169.2,19.9,Normal
Perú,Maize,2005,3.583,1538.6,16.4,Normal
Perú,"Rice, paddy",2005,4.698,1538.6,16.4,Normal
Perú,"Coffee, green",2005,0.799,1538.6,16.4,Normal
Perú,Potatoes,2005,18.942,1538.6,16.4,Normal
Perú,Cassava,2005,9.0,1538.6,16.4,Normal
Perú,Bananas,2005,7.254,1538.6,16.4,Normal
Perú,Avocados,2005,8.911,1538.6,16.4,Normal
Perú,Maize,2006,4.098,1054.4,17.2,Normal
Perú,"Rice, paddy",2006,4.748,1054.4,17.2,Normal
Perú,"Coffee, green",2006,0.761,1054.4,17.2,Normal
Perú,Potatoes,2006,18.644,1054.4,17.2,Normal
Perú,Cassava,2006,9.17,1054.4,17.2,Normal
Perú,Bananas,2006,7.043,1054.4,17.2,Normal
Perú,Avocados,2006,9.118,1054.4,17.2,Normal
Perú,Maize,2007,4.251,1641.7,25.8,Normal
Perú,"Rice, paddy",2007,4.693,1641.7,25.8,Normal
Perú,"Coffee, green",2007,0.807,1641.7,25.8,Normal
Perú,Potatoes,2007,17.666,1641.7,25.8,Normal
Perú,Cassava,2007,9.606,1641.7,25.8,Normal
Perú,Bananas,2007,7.448,1641.7,25.8,Normal
Perú,Avocados,2007,8.338,1641.7,25.8,Normal
Perú,Maize,2008,3.559,843.6,19.3,Normal
Perú,"Rice, paddy",2008,3.83,843.6,19.3,Normal
Perú,"Coffee, green",2008,0.714,843.6,19.3,Normal
Perú,Potatoes,2008,17.049,843.6,19.3,Normal
Perú,Cassava,2008,7.29,843.6,19.3,Normal
Perú,Bananas,2008,7.198,843.6,19.3,Normal
Perú,Avocados,2008,8.994,843.6,19.3,Normal
Perú,Maize,2009,2.498,955.0,19.7,El Niño
Perú,"Rice, paddy",2009,2.896,955.0,19.7,El Niño
Perú,"Coffee, green",2009,0.552,955.0,19.7,El Niño
Perú,Potatoes,2009,12.246,955.0,19.7,El Niño
Perú,Cassava,2009,5.905,955.0,19.7,El Niño
Perú,Bananas,2009,5.16,955.0,19.7,El Niño
Perú,Avocados,2009,6.235,955.0,19.7,El Niño
Perú,Maize,2010,2.732,1852.1,18.2,El Niño
Perú,"Rice, paddy",2010,3.104,1852.1,18.2,El Niño
Perú,"Coffee, green",2010,0.597,1852.1,18.2,El Niño
Perú,Potatoes,2010,12.595,1852.1,18.2,El Niño
Perú,Cassava,2010,6.508,1852.1,18.2,El Niño
Perú,Bananas,2010,5.623,1852.1,18.2,El Niño
Perú,Avocados,2010,6.002,1852.1,18.2,El Niño
Perú,Maize,2011,3.082,806.1,19.8,La Niña
Perú,"Rice, paddy",2011,3.748,806.1,19.8,La Niña
Perú,"Coffee, green",2011,0.656,806.1,19.8,La Niña
Perú,Potatoes,2011,14.894,806.1,19.8,La Niña
Perú,Cassava,2011,7.622,806.1,19.8,La Niña
Perú,Bananas,2011,7.233,806.1,19.8,La Niña
Perú,Avocados,2011,7.607,806.1,19.8,La Niña
Perú,Maize,2012,3.578,2111.4,18.8,La Niña
Perú,"Rice, paddy",2012,4.464,2111.4,18.8,La Niña
Perú,"Coffee, green",2012,0.741,2111.4,18.8,La Niña
Perú,Potatoes,2012,17.441,2111.4,18.8,La Niña
Perú,Cassava,2012,7.239,2111.4,18.8,La Niña
Perú,Bananas,2012,7.835,2111.4,18.8,La Niña
Perú,Avocados,2012,9.069,2111.4,18.8,La Niña
Perú,Maize,2013,4.021,1268.4,27.6,Normal
Perú,"Rice, paddy",2013,4.28,1268.4,27.6,Normal
Perú,"Coffee, green",2013,0.762,1268.4,27.6,Normal
Perú,Potatoes,2013,18.714,1268.4,27.6,Normal
Perú,Cassava,2013,9.123,1268.4,27.6,Normal
Perú,Bananas,2013,8.338,1268.4,27.6,Normal
Perú,Avocados,2013,8.926,1268.4,27.6,Normal
Perú,Maize,2014,3.808,833.7,19.0,Normal
Perú,"Rice, paddy",2014,5.012,833.7,19.0,Normal
Perú,"Coffee, green",2014,0.711,833.7,19.0,Normal
Perú,Potatoes,2014,19.659,833.7,19.0,Normal
Perú,Cassava,2014,8.079,833.7,19.0,Normal
Perú,Bananas,2014,7.205,833.7,19.0,Normal
Perú,Avocados,2014,7.963,833.7,19.0,Normal
Perú,Maize,2015,3.143,1182.0,27.7,El Niño
Perú,"Rice, paddy",2015,3.746,1182.0,27.7,El Niño
Perú,"Coffee, green",2015,0.611,1182.0,27.7,El Niño
Perú,Potatoes,2015,13.833,1182.0,27.7,El Niño
Perú,Cassava,2015,6.681,1182.0,27.7,El Niño
Perú,Bananas,2015,6.215,1182.0,27.7,El Niño
Perú,Avocados,2015,6.667,1182.0,27.7,El Niño
Perú,Maize,2016,3.103,1170.7,20.9,El Niño
Perú,"Rice, paddy",2016,3.035,1170.7,20.9,El Niño
Perú,"Coffee, green",2016,0.567,1170.7,20.9,El Niño
Perú,Potatoes,2016,14.84,1170.7,20.9,El Niño
Perú,Cassava,2016,6.439,1170.7,20.9,El Niño
Perú,Bananas,2016,6.148,1170.7,20.9,El Niño
Perú,Avocados,2016,5.99,1170.7,20.9,El Niño
Perú,Maize,2017,4.998,1912.1,20.3,Normal
Perú,"Rice, paddy",2017,5.668,1912.1,20.3,Normal
Perú,"Coffee, green",2017,0.929,1912.1,20.3,Normal
Perú,Potatoes,2017,18.251,1912.1,20.3,Normal
Perú,Cassava,2017,9.189,1912.1,20.3,Normal
Perú,Bananas,2017,9.972,1912.1,20.3,Normal
Perú,Avocados,2017,10.272,1912.1,20.3,Normal
Perú,Maize,2018,4.561,2075.7,22.9,Normal
Perú,"Rice, paddy",2018,4.668,2075.7,22.9,Normal
Perú,"Coffee, green",2018,0.929,2075.7,22.9,Normal
Perú,Potatoes,2018,21.833,2075.7,22.9,Normal
Perú,Cassava,2018,8.706,2075.7,22.9,Normal
Perú,Bananas,2018,8.525,2075.7,22.9,Normal
Perú,Avocados,2018,9.871,2075.7,22.9,Normal
Perú,Maize,2019,4.247,1758.2,17.7,Normal
Perú,"Rice, paddy",2019,4.715,1758.2,17.7,Normal
