cultivo,region,temperatura_c,humedad_suelo_pct,ph_suelo,rendimiento_t_ha,alerta_calor,alerta_hidrico
Café,Región Caribe,27.9,39.6,4.72,0.462,0,0
Papa,Eje Cafetero,17.7,44.1,5.85,14.822,0,0
Maíz,Región Andina,18.8,46.3,5.33,1.355,0,0
Café,Llanos Orientales,13.1,46.0,6.14,0.445,0,0
Maíz,Eje Cafetero,19.1,35.8,6.26,1.065,0,0
Arroz,Región Caribe,25.0,52.6,4.58,4.224,0,0
Café,Región Andina,20.3,80.1,6.49,1.232,0,0
Café,Región Andina,20.6,68.2,6.81,1.05,0,0
Maíz,Valle del Cauca,22.8,72.5,6.31,1.786,0,0
Maíz,Región Andina,19.0,26.7,5.49,0.594,0,1
Maíz,Región Caribe,22.7,39.6,5.19,0.911,0,0
Café,Eje Cafetero,18.4,32.2,6.67,0.464,0,0
Arroz,Llanos Orientales,27.5,55.8,6.7,3.373,0,0
Café,Valle del Cauca,18.4,67.4,6.6,0.717,0,0
Café,Región Andina,20.6,54.9,7.26,0.751,0,0
Café,Eje Cafetero,20.6,44.2,6.44,0.506,0,0
Papa,Eje Cafetero,19.1,47.9,5.18,14.33,0,0
Maíz,Valle del Cauca,28.5,53.6,4.54,1.37,0,0
Café,Región Andina,26.0,40.3,6.9,0.432,0,0
Café,Valle del Cauca,27.5,55.8,6.4,0.695,0,0
Papa,Llanos Orientales,19.9,59.2,7.13,20.695,0,0
Maíz,Llanos Orientales,20.2,44.0,7.67,1.001,0,0
Maíz,Llanos Orientales,24.7,41.5,5.08,1.214,0,0
Plátano,Región Andina,19.6,41.3,5.93,4.546,0,0
Papa,Región Andina,20.1,30.5,5.23,9.899,0,0
Café,Llanos Orientales,28.9,56.4,8.19,0.704,0,0
Maíz,Región Andina,23.6,68.7,7.58,1.545,0,0
Arroz,Llanos Orientales,28.8,65.9,6.66,3.864,0,0
Papa,Llanos Orientales,20.1,62.1,6.05,21.478,0,0
Café,Región Caribe,19.5,34.8,6.93,0.386,0,0
Café,Región Andina,31.8,71.4,5.48,0.794,1,0
Café,Región Caribe,16.1,26.2,5.63,0.258,0,1
Café,Valle del Cauca,25.3,39.6,6.07,0.54,0,0
Café,Región Andina,19.5,43.1,5.57,0.488,0,0
Papa,Eje Cafetero,25.2,44.3,7.01,13.654,0,0
Arroz,Valle del Cauca,22.7,38.4,4.04,3.085,0,0
Maíz,Región Caribe,30.1,87.2,6.33,1.689,1,0
Maíz,Valle del Cauca,19.1,55.5,6.16,1.317,0,0
Café,Valle del Cauca,14.9,34.2,5.44,0.38,0,0
Café,Región Andina,16.4,52.0,7.03,0.569,0,0
Papa,Valle del Cauca,15.3,60.5,5.46,19.267,0,0
Maíz,Valle del Cauca,25.6,43.9,6.84,0.933,0,0
Papa,Eje Cafetero,19.5,62.1,4.57,17.289,0,0
Arroz,Llanos Orientales,20.7,51.4,5.88,4.271,0,0
Arroz,Eje Cafetero,33.8,52.6,6.96,2.727,1,0
Arroz,Región Caribe,20.2,43.9,6.72,3.702,0,0
Papa,Llanos Orientales,21.3,100.0,6.44,38.821,0,0
Papa,Llanos Orientales,17.9,37.6,7.17,12.958,0,0
Plátano,Llanos Orientales,26.2,78.9,7.39,8.355,0,0
Arroz,Región Andina,21.4,70.2,6.1,6.578,0,0
Arroz,Llanos Orientales,20.3,53.1,5.63,4.272,0,0
Plátano,Llanos Orientales,18.9,27.5,6.02,3.976,0,1
Plátano,Región Caribe,24.4,79.7,5.22,10.828,0,0
Arroz,Valle del Cauca,21.3,46.5,5.56,3.2,0,0
Café,Región Caribe,23.3,22.9,4.19,0.257,0,1
Arroz,Llanos Orientales,19.9,27.8,6.48,1.989,0,1
Café,Eje Cafetero,14.9,50.8,6.26,0.616,0,0
Maíz,Llanos Orientales,24.7,18.6,6.38,0.491,0,1
Café,Valle del Cauca,20.6,47.9,5.08,0.732,0,0
Maíz,Región Caribe,27.7,60.2,5.16,1.469,0,0
Café,Llanos Orientales,16.0,25.6,5.84,0.334,0,1
Arroz,Región Caribe,17.2,66.3,5.42,4.306,0,0
Arroz,Región Caribe,20.5,42.5,6.38,3.492,0,0
Café,Región Caribe,23.5,78.1,7.37,1.104,0,0
Papa,Valle del Cauca,24.4,54.4,8.05,20.279,0,0
Café,Región Andina,22.9,53.5,6.27,0.629,0,0
Arroz,Eje Cafetero,19.9,64.9,5.05,4.38,0,0
Maíz,Llanos Orientales,22.0,84.2,5.09,2.028,0,0
Arroz,Eje Cafetero,25.0,54.5,7.35,4.919,0,0
Plátano,Región Caribe,17.7,30.7,4.77,4.296,0,0
Café,Llanos Orientales,23.9,63.8,5.06,0.749,0,0
Maíz,Región Caribe,22.7,61.8,5.36,1.554,0,0
Café,Región Andina,19.3,64.6,8.5,0.828,0,0
Café,Eje Cafetero,23.6,38.8,5.76,0.539,0,0
Maíz,Región Caribe,26.8,50.3,5.09,1.221,0,0
Café,Región Andina,24.3,39.2,6.87,0.434,0,0
Arroz,Región Caribe,19.1,51.2,7.38,4.02,0,0
Café,Valle del Cauca,26.8,41.1,6.32,0.536,0,0
Café,Valle del Cauca,21.5,48.3,6.75,0.535,0,0
Café,Región Andina,25.9,37.6,6.13,0.485,0,0
Café,Valle del Cauca,20.6,69.7,6.34,0.814,0,0
Café,Región Andina,18.9,39.8,6.4,0.577,0,0
Maíz,Valle del Cauca,22.3,45.9,6.04,1.356,0,0
Maíz,Llanos Orientales,25.6,44.5,5.53,1.049,0,0
Plátano,Valle del Cauca,21.0,33.6,5.93,5.267,0,0
Papa,Región Andina,27.7,70.8,5.58,19.299,0,0
Maíz,Llanos Orientales,25.4,73.4,7.03,1.628,0,0
Maíz,Región Caribe,17.1,55.0,4.68,1.105,0,0
Arroz,Región Caribe,25.1,34.6,4.75,3.089,0,0
Papa,Valle del Cauca,29.4,78.6,5.22,18.711,0,0
Café,Región Caribe,20.9,41.8,5.6,0.602,0,0
Café,Llanos Orientales,28.5,45.8,6.25,0.516,0,0
Maíz,Llanos Orientales,20.6,70.0,6.96,1.621,0,0
Papa,Región Andina,25.0,44.7,4.98,12.778,0,0
Arroz,Región Caribe,23.9,88.1,7.52,7.751,0,0
Café,Eje Cafetero,18.9,5.0,6.67,0.06,0,1
Plátano,Llanos Orientales,16.5,35.8,6.05,3.907,0,0
Papa,Llanos Orientales,29.9,48.0,5.99,11.707,0,0
Maíz,Región Caribe,33.9,67.4,5.73,1.286,1,0
Maíz,Valle del Cauca,25.2,93.8,5.92,2.032,0,0
Arroz,Región Andina,17.8,44.8,5.38,2.854,0,0
Maíz,Región Andina,22.9,62.2,6.7,1.422,0,0
Plátano,Región Andina,10.2,45.0,7.72,4.038,0,0
Plátano,Eje Cafetero,25.7,37.7,6.82,4.865,0,0
Papa,Región Caribe,27.0,46.9,6.21,13.566,0,0
Café,Valle del Cauca,23.8,73.3,6.02,0.82,0,0
Arroz,Eje Cafetero,24.9,72.1,6.67,4.961,0,0
Café,Región Andina,25.5,59.7,5.33,0.641,0,0
Papa,Eje Cafetero,23.5,80.3,5.76,26.286,0,0
Papa,Eje Cafetero,24.2,64.9,6.71,23.577,0,0
Café,Eje Cafetero,19.5,59.9,5.04,0.734,0,0
Plátano,Región Caribe,22.1,61.4,4.67,8.976,0,0
Café,Llanos Orientales,22.1,73.1,6.67,0.823,0,0
Maíz,Región Caribe,25.9,65.4,5.47,1.779,0,0
Café,Región Andina,23.6,62.3,5.33,0.721,0,0
Papa,Valle del Cauca,18.6,58.5,7.33,18.857,0,0
Café,Región Andina,25.1,64.3,6.65,0.951,0,0
Maíz,Región Andina,22.6,35.4,5.42,0.931,0,0
Papa,Región Andina,22.4,65.5,5.87,19.183,0,0
Arroz,Llanos Orientales,15.3,78.1,5.6,5.794,0,0
Café,Región Andina,25.2,67.8,6.76,0.816,0,0
Maíz,Región Caribe,21.1,36.5,6.65,1.072,0,0
Café,Región Andina,18.2,15.1,5.83,0.178,0,1
Maíz,Eje Cafetero,19.3,74.9,5.69,1.616,0,0
Maíz,Región Andina,26.8,53.2,4.32,1.319,0,0
Café,Eje Cafetero,24.9,98.0,6.54,1.367,0,0
Café,Llanos Orientales,22.2,51.4,5.07,0.626,0,0
Arroz,Eje Cafetero,31.7,88.0,5.52,6.622,1,0
Maíz,Región Andina,12.8,54.8,4.98,1.067,0,0
Arroz,Región Andina,28.4,47.5,6.88,3.026,0,0
Arroz,Región Caribe,13.4,48.6,6.57,3.679,0,0
Maíz,Llanos Orientales,16.1,49.6,5.32,1.172,0,0
Café,Llanos Orientales,17.9,53.9,6.42,0.761,0,0
Maíz,Llanos Orientales,21.9,70.6,5.71,2.097,0,0
Maíz,Región Caribe,21.8,50.3,5.42,1.542,0,0
Papa,Valle del Cauca,19.4,61.1,7.77,17.428,0,0
Papa,Eje Cafetero,26.1,51.4,5.41,18.206,0,0
Arroz,Llanos Orientales,12.8,97.4,6.49,5.436,0,0
Café,Llanos Orientales,19.8,64.6,6.33,0.859,0,0
Maíz,Región Caribe,22.2,87.2,5.27,2.597,0,0
Plátano,Región Caribe,24.8,46.4,5.46,5.367,0,0
Maíz,Valle del Cauca,21.6,42.3,6.48,1.216,0,0
Café,Eje Cafetero,15.8,40.0,4.93,0.405,0,0
Papa,Eje Cafetero,22.8,72.7,7.3,24.399,0,0
Maíz,Valle del Cauca,17.9,29.9,5.66,0.609,0,1
Maíz,Eje Cafetero,24.0,40.6,7.29,1.228,0,0
Arroz,Región Andina,24.7,57.2,6.65,3.714,0,0
Papa,Eje Cafetero,18.9,59.6,5.29,15.736,0,0
Maíz,Región Caribe,14.4,35.8,6.92,0.922,0,0
Café,Llanos Orientales,20.2,36.7,5.28,0.531,0,0
Arroz,Valle del Cauca,20.3,46.6,7.27,3.178,0,0
Café,Valle del Cauca,21.1,44.3,4.0,0.487,0,0
Maíz,Llanos Orientales,29.9,36.8,4.55,0.779,0,0
Arroz,Llanos Orientales,29.5,60.5,6.73,3.678,0,0
Arroz,Valle del Cauca,28.4,57.2,5.42,4.663,0,0
Café,Eje Cafetero,21.8,50.6,8.13,0.727,0,0
Papa,Región Andina,26.0,53.7,7.12,16.617,0,0
Café,Llanos Orientales,22.0,77.1,7.08,0.997,0,0
Plátano,Llanos Orientales,15.7,77.2,6.04,10.371,0,0
Arroz,Valle del Cauca,26.8,60.9,7.45,4.567,0,0
Café,Valle del Cauca,22.8,60.9,4.95,0.922,0,0
Maíz,Región Andina,20.9,45.5,5.23,1.292,0,0
Arroz,Llanos Orientales,26.7,73.6,5.58,5.413,0,0
Maíz,Región Andina,23.1,33.3,5.9,0.847,0,0
Arroz,Región Andina,22.0,54.3,7.1,4.989,0,0
Café,Región Andina,22.7,60.1,7.87,0.671,0,0
Arroz,Región Andina,26.4,43.4,6.01,3.201,0,0
Maíz,Región Andina,21.5,65.2,5.61,1.475,0,0
Arroz,Valle del Cauca,21.8,25.6,6.25,2.359,0,1
Café,Valle del Cauca,23.3,67.6,6.48,0.938,0,0
Papa,Valle del Cauca,18.8,51.9,5.91,19.132,0,0
Maíz,Región Caribe,20.7,81.8,6.73,2.507,0,0
Café,Valle del Cauca,21.7,94.1,6.83,1.165,0,0
Papa,Región Andina,24.2,72.8,6.66,26.985,0,0
Café,Región Caribe,21.2,66.0,7.67,1.025,0,0
Café,Región Caribe,24.4,38.5,6.91,0.536,0,0
Maíz,Región Caribe,23.3,68.4,5.73,1.77,0,0
Arroz,Valle del Cauca,25.7,74.3,4.33,5.603,0,0
Papa,Región Andina,21.9,80.4,6.41,28.209,0,0
Plátano,Eje Cafetero,20.0,55.4,4.7,7.841,0,0
Café,Valle del Cauca,18.8,49.5,7.14,0.555,0,0
Maíz,Valle del Cauca,25.3,70.6,5.61,2.027,0,0
Café,Llanos Orientales,25.8,47.1,4.74,0.511,0,0
Plátano,Región Andina,24.7,27.0,6.38,3.91,0,1
Maíz,Valle del Cauca,22.5,82.8,7.19,2.153,0,0
Plátano,Región Caribe,14.2,59.0,6.28,6.581,0,0
Plátano,Región Andina,20.1,56.5,5.56,8.259,0,0
Plátano,Región Andina,22.0,45.6,5.62,6.73,0,0
Café,Valle del Cauca,22.7,32.0,5.45,0.459,0,0
Plátano,Llanos Orientales,30.5,52.8,5.84,5.186,1,0
Plátano,Llanos Orientales,26.4,80.3,5.98,9.941,0,0
Arroz,Valle del Cauca,17.4,55.8,5.23,4.335,0,0
Maíz,Eje Cafetero,22.4,62.2,6.13,1.458,0,0
Café,Valle del Cauca,16.4,20.8,6.87,0.227,0,1
Maíz,Región Andina,29.0,35.9,4.31,0.929,0,0
Maíz,Llanos Orientales,19.1,66.0,6.15,1.385,0,0
Café,Valle del Cauca,18.3,57.7,6.29,0.806,0,0
Arroz,Región Andina,23.8,63.2,4.78,5.77,0,0
Arroz,Región Andina,22.2,47.0,5.7,3.56,0,0
Arroz,Región Caribe,23.1,63.1,5.9,4.945,0,0
Papa,Región Andina,22.9,69.4,5.14,26.435,0,0
Maíz,Eje Cafetero,23.4,56.5,4.46,1.508,0,0
Plátano,Región Andina,25.1,57.5,8.5,6.312,0,0
Maíz,Región Andina,21.2,19.1,5.27,0.427,0,1
Café,Región Andina,18.1,37.1,5.7,0.47,0,0
Café,Valle del Cauca,21.6,56.3,5.04,0.829,0,0
Maíz,Región Andina,27.7,58.9,5.8,1.601,0,0
Café,Valle del Cauca,22.0,69.5,6.78,1.076,0,0
Maíz,Región Andina,23.1,43.6,6.16,1.034,0,0
Arroz,Eje Cafetero,26.6,48.9,5.44,3.171,0,0
Café,Región Caribe,26.2,52.8,7.02,0.658,0,0
Plátano,Eje Cafetero,10.3,92.1,6.88,10.206,0,0
Arroz,Eje Cafetero,19.4,41.1,6.93,2.721,0,0
Café,Región Andina,19.7,33.4,7.81,0.37,0,0
Maíz,Eje Cafetero,22.1,78.8,6.35,1.907,0,0
Papa,Eje Cafetero,27.6,40.7,7.36,12.151,0,0
Plátano,Región Andina,20.9,29.8,7.28,4.543,0,1
Maíz,Región Andina,29.6,39.1,6.66,0.931,0,0
Café,Eje Cafetero,15.8,70.8,6.02,0.934,0,0
Arroz,Llanos Orientales,15.9,49.4,4.37,3.474,0,0
Maíz,Eje Cafetero,15.8,40.3,5.18,0.813,0,0
Café,Llanos Orientales,27.1,45.7,7.34,0.506,0,0
Café,Valle del Cauca,19.8,43.1,6.62,0.484,0,0
Café,Valle del Cauca,16.0,68.0,7.36,0.834,0,0
Café,Eje Cafetero,33.6,55.2,5.86,0.541,1,0
Maíz,Llanos Orientales,24.7,17.6,6.81,0.499,0,1
Maíz,Llanos Orientales,17.1,33.1,7.43,0.889,0,0
Café,Valle del Cauca,19.8,29.7,6.53,0.352,0,1
Café,Valle del Cauca,24.0,68.8,5.32,0.998,0,0
Papa,Región Andina,24.1,40.6,6.02,13.551,0,0
Papa,Eje Cafetero,14.7,80.2,6.53,18.529,0,0
Maíz,Llanos Orientales,21.2,79.7,5.31,2.196,0,0
Plátano,Llanos Orientales,20.0,52.4,7.07,5.922,0,0
Arroz,Región Andina,26.9,58.8,6.38,4.67,0,0
Café,Eje Cafetero,22.0,26.0,5.57,0.363,0,1
Café,Valle del Cauca,27.5,51.7,5.3,0.535,0,0
Café,Llanos Orientales,17.6,48.8,6.89,0.51,0,0
Papa,Valle del Cauca,14.3,44.9,5.9,14.587,0,0
Café,Llanos Orientales,29.5,82.2,4.28,0.944,0,0
Café,Valle del Cauca,23.8,61.4,7.35,0.744,0,0
Maíz,Región Andina,22.9,35.1,6.98,0.86,0,0
Plátano,Región Caribe,22.3,38.3,6.03,5.074,0,0
Arroz,Región Andina,15.3,21.9,5.47,1.446,0,1
Arroz,Región Andina,26.7,65.2,5.59,4.953,0,0
Plátano,Eje Cafetero,22.1,52.2,7.87,7.172,0,0
Plátano,Llanos Orientales,19.6,64.7,6.79,8.036,0,0
Plátano,Región Caribe,17.2,26.7,5.3,3.706,0,1
Maíz,Eje Cafetero,28.1,27.8,5.0,0.671,0,1
Café,Llanos Orientales,12.2,19.4,5.14,0.214,0,1
Arroz,Región Caribe,15.7,69.5,6.42,4.201,0,0
Plátano,Eje Cafetero,25.3,44.8,6.8,5.009,0,0
Arroz,Región Andina,23.4,32.4,6.2,2.262,0,0
Arroz,Llanos Orientales,24.7,51.3,7.21,3.62,0,0
Café,Llanos Orientales,26.0,41.1,5.63,0.5,0,0
Plátano,Eje Cafetero,17.3,53.9,7.31,6.871,0,0
Maíz,Región Caribe,21.2,66.8,7.07,1.999,0,0
Café,Llanos Orientales,21.9,28.8,5.82,0.35,0,1
Café,Eje Cafetero,25.1,44.0,6.15,0.538,0,0
Plátano,Eje Cafetero,27.3,58.8,6.74,6.658,0,0
Arroz,Valle del Cauca,23.0,68.8,6.81,4.779,0,0
Café,Valle del Cauca,21.4,57.4,7.13,0.816,0,0
Maíz,Región Andina,26.4,80.2,5.63,1.912,0,0
Café,Eje Cafetero,20.8,43.9,6.13,0.596,0,0
Maíz,Región Caribe,23.3,59.5,5.91,1.62,0,0
Arroz,Región Caribe,22.6,43.0,6.88,4.132,0,0
Café,Región Caribe,19.8,74.8,7.96,1.037,0,0
Plátano,Eje Cafetero,24.0,86.3,5.56,12.824,0,0
Papa,Valle del Cauca,22.6,41.4,7.08,12.881,0,0
Café,Región Andina,23.8,38.8,5.88,0.538,0,0
Maíz,Región Andina,19.8,70.2,5.25,1.599,0,0
Café,Valle del Cauca,10.6,44.9,7.21,0.47,0,0
Café,Valle del Cauca,30.1,70.5,5.97,0.802,1,0
Café,Eje Cafetero,25.0,26.1,5.01,0.353,0,1
Maíz,Eje Cafetero,16.8,69.4,7.59,1.377,0,0
Café,Región Caribe,25.6,51.0,5.62,0.692,0,0
Maíz,Región Andina,25.6,47.3,5.49,1.003,0,0
Arroz,Valle del Cauca,29.3,36.0,5.88,2.655,0,0
Café,Valle del Cauca,18.8,93.1,5.83,1.209,0,0
Maíz,Región Andina,24.9,81.1,5.53,1.712,0,0
Café,Región Andina,27.7,51.4,5.92,0.554,0,0
Maíz,Región Andina,13.5,94.1,4.63,1.968,0,0
Maíz,Llanos Orientales,19.7,24.2,5.5,0.59,0,1
Maíz,Llanos Orientales,31.4,48.8,5.86,0.976,1,0
Maíz,Valle del Cauca,21.2,55.5,5.68,1.474,0,0
Café,Eje Cafetero,15.2,27.6,7.05,0.267,0,1
Café,Valle del Cauca,20.7,83.6,6.13,1.033,0,0
Papa,Región Andina,21.2,44.4,5.32,14.761,0,0
Arroz,Llanos Orientales,21.0,72.5,6.58,5.812,0,0
Café,Valle del Cauca,23.0,42.9,7.12,0.536,0,0
Café,Región Caribe,25.9,57.7,6.29,0.81,0,0
Maíz,Región Andina,17.3,52.0,5.91,1.181,0,0
Plátano,Llanos Orientales,31.0,46.8,6.15,5.388,1,0
Papa,Región Andina,16.4,67.1,7.26,19.496,0,0
Maíz,Llanos Orientales,22.7,60.4,5.5,1.598,0,0
Arroz,Valle del Cauca,25.2,33.2,6.85,2.39,0,0
Papa,Eje Cafetero,9.3,79.5,6.88,20.028,0,0
Maíz,Valle del Cauca,14.2,5.0,6.18,0.115,0,1
Arroz,Eje Cafetero,14.4,49.7,6.1,3.901,0,0
Maíz,Eje Cafetero,14.7,41.3,5.95,1.082,0,0
Arroz,Llanos Orientales,22.0,28.4,5.76,2.654,0,1
Arroz,Llanos Orientales,15.5,8.7,4.42,0.549,0,1
Café,Llanos Orientales,25.6,69.3,6.33,0.789,0,0
Café,Llanos Orientales,22.5,69.1,7.42,1.058,0,0
Café,Región Andina,19.5,28.1,7.33,0.354,0,1
Café,Región Caribe,19.8,33.7,6.23,0.453,0,0
Maíz,Región Andina,24.0,55.8,7.58,1.704,0,0
Café,Región Caribe,11.6,53.1,6.75,0.443,0,0
Maíz,Valle del Cauca,24.7,48.9,5.32,1.343,0,0
Café,Región Andina,20.4,78.0,5.96,1.173,0,0
Café,Llanos Orientales,26.0,64.7,6.17,0.805,0,0
Café,Valle del Cauca,18.9,63.1,5.96,0.745,0,0
Maíz,Valle del Cauca,26.5,45.1,4.66,1.199,0,0
Café,Eje Cafetero,17.9,49.2,4.04,0.573,0,0
Café,Valle del Cauca,18.4,89.0,5.83,0.948,0,0
Papa,Región Caribe,22.7,55.4,4.88,18.909,0,0
Café,Región Andina,23.3,53.2,5.55,0.74,0,0
Maíz,Eje Cafetero,22.4,54.2,5.09,1.405,0,0
Arroz,Región Andina,14.5,45.8,7.07,2.632,0,0
Plátano,Región Andina,19.0,37.3,4.94,3.978,0,0
Plátano,Llanos Orientales,24.8,53.6,6.38,6.761,0,0
Arroz,Eje Cafetero,14.7,44.7,5.65,3.368,0,0
Café,Región Andina,22.1,34.2,5.78,0.453,0,0
Café,Eje Cafetero,26.6,25.7,4.0,0.334,0,1
Plátano,Región Caribe,23.0,45.4,6.7,6.503,0,0
Café,Valle del Cauca,18.3,89.4,4.24,1.248,0,0
Maíz,Región Caribe,34.2,50.8,7.19,0.833,1,0
Arroz,Región Andina,28.5,42.0,5.74,2.844,0,0
Café,Región Andina,22.1,91.0,6.7,1.277,0,0
Arroz,Región Andina,24.0,78.4,5.4,5.373,0,0
Café,Valle del Cauca,25.5,65.7,5.19,0.857,0,0
Café,Región Caribe,26.8,62.3,8.5,0.748,0,0
Café,Región Andina,15.4,88.6,4.74,1.131,0,0
Maíz,Llanos Orientales,20.4,47.5,6.88,1.117,0,0
Café,Región Caribe,24.4,35.5,6.36,0.461,0,0
Arroz,Llanos Orientales,16.8,77.4,7.31,5.283,0,0
Maíz,Región Caribe,27.8,50.0,6.27,1.33,0,0
Café,Valle del Cauca,27.5,61.0,5.39,0.609,0,0
Café,Eje Cafetero,24.1,66.1,6.51,0.762,0,0
Papa,Llanos Orientales,20.4,67.1,4.85,24.974,0,0
Plátano,Valle del Cauca,23.6,74.4,7.16,10.949,0,0
Papa,Región Andina,22.8,37.3,5.07,11.641,0,0
Café,Región Andina,31.4,54.4,4.41,0.494,1,0
Maíz,Región Caribe,19.0,85.1,5.39,2.101,0,0
Plátano,Eje Cafetero,23.9,69.3,5.72,8.085,0,0
Arroz,Región Andina,18.5,47.8,6.64,3.938,0,0
Maíz,Llanos Orientales,19.1,67.3,5.18,1.954,0,0
Maíz,Valle del Cauca,25.7,54.4,4.81,1.581,0,0
Arroz,Llanos Orientales,19.5,70.2,6.87,4.696,0,0
Maíz,Región Andina,18.9,60.8,6.3,1.785,0,0
Arroz,Llanos Orientales,27.6,95.2,5.01,5.916,0,0
Café,Eje Cafetero,25.5,45.4,4.0,0.472,0,0
Café,Llanos Orientales,19.6,70.2,6.49,0.875,0,0
Arroz,Región Caribe,24.0,67.7,5.73,5.861,0,0
Plátano,Llanos Orientales,27.3,55.0,4.7,6.946,0,0
Maíz,Valle del Cauca,22.9,79.6,6.31,2.319,0,0
Arroz,Región Andina,18.4,27.1,7.1,1.926,0,1
Arroz,Llanos Orientales,19.9,67.3,4.26,4.732,0,0
Arroz,Valle del Cauca,29.4,66.2,6.42,4.865,0,0
Maíz,Región Andina,24.2,76.4,7.12,1.979,0,0
Maíz,Llanos Orientales,23.8,76.0,6.8,1.674,0,0
Papa,Región Andina,21.6,37.0,6.67,12.896,0,0
Plátano,Llanos Orientales,23.1,59.1,6.58,8.735,0,0
Arroz,Región Caribe,23.3,29.2,5.68,2.351,0,1
Café,Región Andina,24.6,36.8,6.43,0.445,0,0
Arroz,Valle del Cauca,20.0,49.9,5.23,3.463,0,0
Maíz,Región Caribe,14.6,72.4,6.1,1.697,0,0
Café,Llanos Orientales,20.7,19.6,5.67,0.254,0,1
Café,Región Caribe,25.2,78.2,6.16,1.049,0,0
Arroz,Llanos Orientales,17.3,65.6,6.86,5.369,0,0
Arroz,Región Caribe,18.6,63.8,6.62,5.569,0,0
Café,Región Andina,25.2,53.4,6.23,0.725,0,0
Papa,Región Caribe,27.3,42.5,7.1,12.726,0,0
Maíz,Llanos Orientales,22.7,55.7,6.87,1.391,0,0
Café,Eje Cafetero,23.3,33.0,7.68,0.436,0,0
Café,Eje Cafetero,23.7,34.7,5.22,0.51,0,0
Café,Región Andina,17.4,59.0,7.28,0.817,0,0
Café,Región Caribe,21.4,30.9,7.4,0.349,0,0
Café,Valle del Cauca,20.4,54.7,5.96,0.702,0,0
Café,Llanos Orientales,19.1,59.8,6.16,0.773,0,0
Plátano,Región Caribe,29.6,43.5,7.44,4.264,0,0
Plátano,Región Andina,21.2,67.7,6.41,8.127,0,0
Arroz,Valle del Cauca,24.3,41.9,5.89,3.479,0,0
Café,Valle del Cauca,13.6,52.2,5.25,0.627,0,0
Papa,Región Andina,30.5,68.0,6.29,18.704,1,0
Café,Región Caribe,24.1,82.5,5.5,1.131,0,0
Arroz,Eje Cafetero,23.4,45.1,7.88,3.372,0,0
Café,Llanos Orientales,22.2,68.5,5.47,0.977,0,0
Arroz,Región Caribe,9.3,75.9,4.27,5.065,0,0
Café,Región Andina,21.3,28.5,5.59,0.446,0,1
Arroz,Eje Cafetero,18.5,39.3,6.85,2.785,0,0
Café,Región Andina,24.0,87.4,5.01,1.127,0,0
Maíz,Región Caribe,30.1,77.5,5.69,1.781,1,0
Plátano,Llanos Orientales,22.9,83.4,5.65,10.947,0,0
Papa,Eje Cafetero,20.8,31.6,4.87,9.063,0,0
Papa,Región Caribe,14.5,52.2,5.11,15.013,0,0
Arroz,Región Andina,10.9,40.6,6.91,2.162,0,0
Arroz,Región Caribe,17.9,75.2,6.55,5.733,0,0
Café,Valle del Cauca,23.4,39.9,6.81,0.528,0,0
Café,Llanos Orientales,19.7,29.2,5.77,0.328,0,1
Café,Llanos Orientales,13.5,80.9,5.16,0.85,0,0
Plátano,Región Andina,20.0,56.6,7.08,7.453,0,0
Arroz,Valle del Cauca,19.6,30.9,7.58,2.109,0,0
Maíz,Eje Cafetero,19.7,46.4,5.03,1.123,0,0
Maíz,Región Andina,28.4,55.3,5.78,1.438,0,0
Arroz,Región Andina,9.0,28.3,4.61,1.57,0,1
Café,Eje Cafetero,25.7,43.6,6.46,0.52,0,0
Maíz,Eje Cafetero,20.4,76.7,6.99,1.972,0,0
Arroz,Región Andina,25.6,34.9,7.79,2.905,0,0
Café,Valle del Cauca,17.2,34.4,5.18,0.434,0,0
Café,Región Caribe,19.3,64.0,6.68,0.843,0,0
Café,Región Andina,24.9,55.5,5.25,0.725,0,0
Maíz,Llanos Orientales,16.8,65.7,6.76,1.482,0,0
Café,Llanos Orientales,27.0,44.2,6.33,0.603,0,0
Maíz,Llanos Orientales,25.6,41.1,4.81,1.206,0,0
Papa,Valle del Cauca,24.5,53.6,5.79,19.599,0,0
Plátano,Eje Cafetero,17.2,23.2,6.62,3.048,0,1
Maíz,Valle del Cauca,27.5,18.6,6.02,0.494,0,1
Café,Región Caribe,23.9,40.6,6.38,0.54,0,0
Plátano,Eje Cafetero,25.4,51.0,4.9,7.307,0,0
Café,Llanos Orientales,19.2,60.1,6.31,0.727,0,0
Arroz,Región Caribe,25.5,59.9,5.63,3.904,0,0
Arroz,Región Andina,16.4,65.9,7.19,4.777,0,0
Arroz,Llanos Orientales,25.2,39.2,6.8,2.786,0,0
Café,Llanos Orientales,15.6,46.5,7.28,0.481,0,0
Maíz,Eje Cafetero,20.5,78.7,4.98,1.891,0,0
Café,Región Caribe,20.7,46.2,5.84,0.715,0,0
Plátano,Llanos Orientales,26.2,38.3,6.1,5.041,0,0
Café,Valle del Cauca,26.4,66.2,4.71,0.729,0,0
Maíz,Valle del Cauca,17.3,19.1,5.05,0.539,0,1
Café,Llanos Orientales,12.7,50.8,8.13,0.519,0,0
Maíz,Llanos Orientales,15.0,51.3,5.73,1.075,0,0
Maíz,Valle del Cauca,13.9,76.3,4.42,1.456,0,0
Café,Valle del Cauca,21.3,52.7,7.06,0.716,0,0
Maíz,Llanos Orientales,18.7,41.1,5.03,1.059,0,0
